League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Bundesliga 2,11/06/94,CZ Jena,TB Berlin,1.0,2.0,D
Bundesliga 2,11/06/94,Hansa Rostock,Saarbrucken,2.0,1.0,H
Bundesliga 2,11/06/94,Hertha,F Koln,0.0,1.0,D
Bundesliga 2,11/06/94,Homburg,Wuppertaler,3.0,2.0,D
Bundesliga 2,11/06/94,Mannheim,Uerdingen,3.0,0.0,H
Bundesliga 2,11/06/94,Meppen,Munich 1860,2.0,1.0,D
Bundesliga 2,11/06/94,RW Essen,Hannover,2.0,2.0,D
Bundesliga 2,11/06/94,Stuttgarter K,Mainz,1.0,1.2,H
Bundesliga 2,11/06/94,Wolfsburg,St Pauli,3.0,0.4,H
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,,,,,,
Bundesliga 2,15/07/11,Cottbus,Dresden,1.0,1.0,H
Bundesliga 2,15/07/11,Frankfurt FSV,Union Berlin,3.0,1.0,D
Bundesliga 2,15/07/11,Greuther Furth,Ein Frankfurt,2.0,3.0,A
Bundesliga 2,16/07/11,Erzgebirge Aue,Aachen,0.0,0.0,H
Bundesliga 2,16/07/11,St Pauli,Ingolstadt,1.0,0.0,H
Bundesliga 2,17/07/11,Braunschweig,Munich 1860,1.0,1.0,H
Bundesliga 2,17/07/11,Hansa Rostock,Paderborn,0.0,2.0,D
Bundesliga 2,17/07/11,Karlsruhe,Duisburg,1.0,2.0,H
Bundesliga 2,18/07/11,Fortuna Dusseldorf,Bochum,2.0,0.0,H
Bundesliga 2,22/07/11,Bochum,Frankfurt FSV,4.0,0.0,H
Bundesliga 2,22/07/11,Duisburg,Cottbus,3.0,2.0,D
Bundesliga 2,22/07/11,Ingolstadt,Erzgebirge Aue,2.0,0.0,D
Bundesliga 2,23/07/11,Munich 1860,Karlsruhe,1.0,1.0,H
Bundesliga 2,23/07/11,Union Berlin,Greuther Furth,0.0,4.0,A
Bundesliga 2,24/07/11,Aachen,Braunschweig,2.0,2.0,D
Bundesliga 2,24/07/11,Dresden,Hansa Rostock,3.0,1.0,D
Bundesliga 2,24/07/11,Paderborn,Fortuna Dusseldorf,0.0,1.0,D
Bundesliga 2,25/07/11,Ein Frankfurt,St Pauli,3.0,1.0,D
Bundesliga 2,05/08/11,Fortuna Dusseldorf,Ingolstadt,2.0,0.0,H
Bundesliga 2,05/08/11,St Pauli,Aachen,1.0,1.0,H
Bundesliga 2,05/08/11,Union Berlin,Paderborn,2.0,0.0,H
Bundesliga 2,06/08/11,Cottbus,Munich 1860,1.0,5.0,A
Bundesliga 2,06/08/11,Greuther Furth,Dresden,1.0,0.0,H
Bundesliga 2,07/08/11,Braunschweig,Ein Frankfurt,4.0,3.0,A
Bundesliga 2,07/08/11,Erzgebirge Aue,Karlsruhe,5.0,2.0,D
Bundesliga 2,07/08/11,Frankfurt FSV,Duisburg,1.0,0.0,D
Bundesliga 2,08/08/11,Hansa Rostock,Bochum,3.0,0.0,D
Bundesliga 2,12/08/11,Bochum,St Pauli,2.0,2.0,D
Bundesliga 2,12/08/11,Dresden,Union Berlin,1.0,1.2,H
Bundesliga 2,12/08/11,Karlsruhe,Braunschweig,1.0,3.0,A
Bundesliga 2,13/08/11,Aachen,Cottbus,1.0,2.0,D
Bundesliga 2,13/08/11,Paderborn,Greuther Furth,1.0,1.0,H
Bundesliga 2,14/08/11,Duisburg,Hansa Rostock,4.0,0.0,D
Bundesliga 2,14/08/11,Ingolstadt,Frankfurt FSV,2.0,1.0,D
Bundesliga 2,14/08/11,Munich 1860,Erzgebirge Aue,2.0,0.0,H
Bundesliga 2,15/08/11,Ein Frankfurt,Fortuna Dusseldorf,1.0,1.0,D
Bundesliga 2,19/08/11,Fortuna Dusseldorf,Munich 1860,6.0,1.0,H
Bundesliga 2,19/08/11,Greuther Furth,Ingolstadt,0.0,0.0,H
Bundesliga 2,19/08/11,Hansa Rostock,Aachen,4.0,0.0,D
Bundesliga 2,20/08/11,Braunschweig,Erzgebirge Aue,2.0,1.0,D
Bundesliga 2,20/08/11,Union Berlin,Bochum,2.0,1.0,H
Bundesliga 2,21/08/11,Cottbus,Karlsruhe,1.0,0.0,H
Bundesliga 2,21/08/11,Dresden,Paderborn,2.0,2.0,A
Bundesliga 2,21/08/11,Frankfurt FSV,Ein Frankfurt,1.0,4.0,A
Bundesliga 2,22/08/11,St Pauli,Duisburg,0.0,1.0,H
Bundesliga 2,26/08/11,Bochum,Greuther Furth,1.0,4.0,A
Bundesliga 2,26/08/11,Duisburg,Dresden,6.0,0.0,H
Bundesliga 2,26/08/11,Ingolstadt,Hansa Rostock,1.0,1.0,H
Bundesliga 2,27/08/11,Aachen,Fortuna Dusseldorf,2.0,0.0,D
Bundesliga 2,27/08/11,Karlsruhe,Frankfurt FSV,2.0,4.0,A
Bundesliga 2,28/08/11,Braunschweig,St Pauli,0.0,0.0,H
Bundesliga 2,28/08/11,Ein Frankfurt,Paderborn,1.0,0.0,D
Bundesliga 2,28/08/11,Munich 1860,Union Berlin,0.0,1.0,H
Bundesliga 2,29/08/11,Erzgebirge Aue,Cottbus,4.0,0.0,D
Bundesliga 2,09/09/11,Greuther Furth,Duisburg,1.0,1.0,H
Bundesliga 2,09/09/11,Hansa Rostock,Braunschweig,3.0,0.0,D
Bundesliga 2,09/09/11,Paderborn,Aachen,2.0,0.0,D
Bundesliga 2,10/09/11,Cottbus,Ein Frankfurt,1.0,3.0,D
Bundesliga 2,10/09/11,Fortuna Dusseldorf,Karlsruhe,1.0,1.2,H
Bundesliga 2,11/09/11,Frankfurt FSV,Erzgebirge Aue,0.0,1.0,D
Bundesliga 2,11/09/11,St Pauli,Munich 1860,2.0,0.0,H
Bundesliga 2,11/09/11,Union Berlin,Ingolstadt,0.0,0.8,H
Bundesliga 2,12/09/11,Dresden,Bochum,0.0,1.0,H
Bundesliga 2,16/09/11,Ein Frankfurt,Hansa Rostock,3.0,0.4,H
Bundesliga 2,16/09/11,Erzgebirge Aue,Fortuna Dusseldorf,3.0,4.0,A
Bundesliga 2,16/09/11,Ingolstadt,Dresden,2.0,0.0,H
Bundesliga 2,17/09/11,Braunschweig,Cottbus,2.0,1.0,H
Bundesliga 2,17/09/11,Duisburg,Union Berlin,2.0,1.0,D
Bundesliga 2,18/09/11,Aachen,Greuther Furth,1.0,0.0,D
Bundesliga 2,18/09/11,Bochum,Paderborn,1.0,4.0,A
Bundesliga 2,18/09/11,Munich 1860,Frankfurt FSV,0.0,0.8,H
Bundesliga 2,19/09/11,Karlsruhe,St Pauli,0.0,2.0,A
Bundesliga 2,23/09/11,Frankfurt FSV,Braunschweig,1.0,1.0,D
Bundesliga 2,23/09/11,Paderborn,Ingolstadt,0.0,0.8,H
Bundesliga 2,23/09/11,St Pauli,Erzgebirge Aue,1.0,3.0,A
Bundesliga 2,24/09/11,Fortuna Dusseldorf,Cottbus,1.0,1.2,H
Bundesliga 2,24/09/11,Union Berlin,Aachen,3.0,0.0,H
Bundesliga 2,25/09/11,Bochum,Duisburg,4.0,1.0,H
Bundesliga 2,25/09/11,Greuther Furth,Munich 1860,2.0,0.0,H
Bundesliga 2,25/09/11,Hansa Rostock,Karlsruhe,1.0,1.0,D
Bundesliga 2,26/09/11,Dresden,Ein Frankfurt,2.0,4.0,A
Bundesliga 2,30/09/11,Aachen,Frankfurt FSV,2.0,3.0,A
Bundesliga 2,30/09/11,Ein Frankfurt,Union Berlin,2.0,1.0,H
Bundesliga 2,30/09/11,Erzgebirge Aue,Hansa Rostock,1.0,0.0,H
Bundesliga 2,01/10/11,Cottbus,St Pauli,0.0,4.0,A
Bundesliga 2,01/10/11,Ingolstadt,Bochum,2.0,5.0,A
Bundesliga 2,02/10/11,Duisburg,Paderborn,0.0,1.0,H
Bundesliga 2,02/10/11,Karlsruhe,Greuther Furth,1.0,2.0,D
Bundesliga 2,02/10/11,Munich 1860,Dresden,2.0,4.0,A
Bundesliga 2,03/10/11,Braunschweig,Fortuna Dusseldorf,0.0,1.0,D
Bundesliga 2,14/10/11,Bochum,Ein Frankfurt,4.0,2.0,D
Bundesliga 2,14/10/11,Hansa Rostock,Munich 1860,2.0,0.0,H
Bundesliga 2,14/10/11,Paderborn,Braunschweig,1.0,0.0,H
Bundesliga 2,15/10/11,Duisburg,Ingolstadt,0.0,1.0,H
Bundesliga 2,15/10/11,Union Berlin,Karlsruhe,3.0,0.0,H
Bundesliga 2,16/10/11,Dresden,Aachen,1.0,1.0,D
Bundesliga 2,16/10/11,Frankfurt FSV,Cottbus,1.0,1.0,H
Bundesliga 2,16/10/11,Greuther Furth,Erzgebirge Aue,1.0,0.0,H
Bundesliga 2,17/10/11,St Pauli,Fortuna Dusseldorf,4.0,3.0,A
Bundesliga 2,21/10/11,Fortuna Dusseldorf,Hansa Rostock,0.0,0.0,H
Bundesliga 2,21/10/11,Karlsruhe,Bochum,0.0,0.0,D
Bundesliga 2,21/10/11,Munich 1860,Paderborn,3.0,1.0,D
Bundesliga 2,22/10/11,Braunschweig,Dresden,1.0,2.0,D
Bundesliga 2,22/10/11,Cottbus,Greuther Furth,4.0,2.0,D
Bundesliga 2,23/10/11,Aachen,Ingolstadt,3.0,1.0,H
Bundesliga 2,23/10/11,Ein Frankfurt,Duisburg,1.0,0.0,H
Bundesliga 2,23/10/11,Erzgebirge Aue,Union Berlin,2.0,1.0,D
Bundesliga 2,23/10/11,St Pauli,Frankfurt FSV,0.0,1.0,H
Bundesliga 2,28/10/11,Bochum,Aachen,2.0,0.0,H
Bundesliga 2,28/10/11,Hansa Rostock,Cottbus,1.0,1.0,D
Bundesliga 2,28/10/11,Union Berlin,St Pauli,0.0,2.0,A
Bundesliga 2,29/10/11,Dresden,Karlsruhe,0.0,0.8,H
Bundesliga 2,29/10/11,Paderborn,Erzgebirge Aue,0.0,0.0,H
Bundesliga 2,30/10/11,Duisburg,Munich 1860,2.0,3.0,A
Bundesliga 2,30/10/11,Frankfurt FSV,Fortuna Dusseldorf,2.0,5.0,A
Bundesliga 2,30/10/11,Ingolstadt,Ein Frankfurt,0.0,1.0,D
Bundesliga 2,31/10/11,Greuther Furth,Braunschweig,1.0,3.0,A
Bundesliga 2,04/11/11,Braunschweig,Union Berlin,2.0,2.0,D
Bundesliga 2,04/11/11,Fortuna Dusseldorf,Dresden,2.0,1.0,H
Bundesliga 2,04/11/11,Karlsruhe,Ingolstadt,1.0,2.0,H
Bundesliga 2,05/11/11,Munich 1860,Bochum,0.0,3.0,D
Bundesliga 2,05/11/11,St Pauli,Greuther Furth,1.0,2.0,D
Bundesliga 2,06/11/11,Aachen,Duisburg,3.0,2.0,D
Bundesliga 2,06/11/11,Cottbus,Paderborn,3.0,2.0,D
Bundesliga 2,06/11/11,Frankfurt FSV,Hansa Rostock,6.0,0.0,D
Bundesliga 2,07/11/11,Erzgebirge Aue,Ein Frankfurt,1.0,2.0,D
Bundesliga 2,18/11/11,Duisburg,Braunschweig,0.0,0.0,H
Bundesliga 2,18/11/11,Ingolstadt,Munich 1860,3.0,1.0,H
Bundesliga 2,18/11/11,Paderborn,Karlsruhe,0.0,1.0,H
Bundesliga 2,19/11/11,Hansa Rostock,St Pauli,2.0,3.0,A
Bundesliga 2,19/11/11,Union Berlin,Fortuna Dusseldorf,4.0,0.0,D
Bundesliga 2,20/11/11,Dresden,Erzgebirge Aue,3.0,2.0,D
Bundesliga 2,20/11/11,Ein Frankfurt,Aachen,0.0,0.8,H
Bundesliga 2,20/11/11,Greuther Furth,Frankfurt FSV,3.0,0.4,H
Bundesliga 2,21/11/11,Bochum,Cottbus,2.0,1.0,D
Bundesliga 2,25/11/11,Erzgebirge Aue,Duisburg,0.0,2.0,D
Bundesliga 2,25/11/11,Frankfurt FSV,Paderborn,3.0,2.0,D
Bundesliga 2,25/11/11,Hansa Rostock,Union Berlin,1.0,5.0,A
Bundesliga 2,26/11/11,Karlsruhe,Aachen,1.0,2.0,D
Bundesliga 2,26/11/11,Munich 1860,Ein Frankfurt,2.0,1.0,H
Bundesliga 2,27/11/11,Braunschweig,Bochum,3.0,0.4,H
Bundesliga 2,27/11/11,Cottbus,Ingolstadt,2.0,0.0,D
Bundesliga 2,27/11/11,St Pauli,Dresden,1.0,1.0,H
Bundesliga 2,28/11/11,Fortuna Dusseldorf,Greuther Furth,1.0,1.0,H
Bundesliga 2,02/12/11,Ingolstadt,Braunschweig,3.0,1.0,H
Bundesliga 2,02/12/11,Paderborn,St Pauli,0.0,1.0,D
Bundesliga 2,02/12/11,Union Berlin,Cottbus,2.0,0.0,H
Bundesliga 2,03/12/11,Ein Frankfurt,Karlsruhe,1.0,0.0,H
Bundesliga 2,03/12/11,Greuther Furth,Hansa Rostock,1.0,0.0,H
Bundesliga 2,04/12/11,Aachen,Munich 1860,1.0,2.0,D
Bundesliga 2,04/12/11,Bochum,Erzgebirge Aue,2.0,0.0,H
Bundesliga 2,04/12/11,Dresden,Frankfurt FSV,0.0,2.0,D
Bundesliga 2,05/12/11,Duisburg,Fortuna Dusseldorf,1.0,2.0,A
Bundesliga 2,09/12/11,Duisburg,Karlsruhe,1.0,1.0,H
Bundesliga 2,09/12/11,Munich 1860,Braunschweig,1.0,0.0,H
Bundesliga 2,09/12/11,Paderborn,Hansa Rostock,2.0,0.0,H
Bundesliga 2,10/12/11,Bochum,Fortuna Dusseldorf,2.0,1.0,D
Bundesliga 2,10/12/11,Union Berlin,Frankfurt FSV,1.0,1.2,H
Bundesliga 2,11/12/11,Aachen,Erzgebirge Aue,3.0,1.0,D
Bundesliga 2,11/12/11,Dresden,Cottbus,0.0,1.0,H
Bundesliga 2,11/12/11,Ingolstadt,St Pauli,1.0,0.0,H
Bundesliga 2,12/12/11,Ein Frankfurt,Greuther Furth,2.0,0.0,D
Bundesliga 2,16/12/11,Erzgebirge Aue,Ingolstadt,1.0,1.0,D
Bundesliga 2,16/12/11,Fortuna Dusseldorf,Paderborn,2.0,3.0,A
Bundesliga 2,16/12/11,Greuther Furth,Union Berlin,3.0,0.0,H
Bundesliga 2,17/12/11,Frankfurt FSV,Bochum,0.0,2.0,A
Bundesliga 2,17/12/11,Karlsruhe,Munich 1860,3.0,3.0,D
Bundesliga 2,18/12/11,Braunschweig,Aachen,3.0,1.0,D
Bundesliga 2,18/12/11,Cottbus,Duisburg,1.0,1.0,D
Bundesliga 2,18/12/11,Hansa Rostock,Dresden,3.0,2.0,D
Bundesliga 2,19/12/11,St Pauli,Ein Frankfurt,4.0,0.0,H
Bundesliga 2,03/02/12,Dresden,Greuther Furth,1.0,1.0,H
Bundesliga 2,03/02/12,Duisburg,Frankfurt FSV,1.0,2.0,D
Bundesliga 2,03/02/12,Paderborn,Union Berlin,1.0,2.0,H
Bundesliga 2,04/02/12,Aachen,St Pauli,1.0,1.0,H
Bundesliga 2,04/02/12,Ingolstadt,Fortuna Dusseldorf,3.0,1.0,D
Bundesliga 2,05/02/12,Bochum,Hansa Rostock,2.0,1.0,H
Bundesliga 2,05/02/12,Ein Frankfurt,Braunschweig,2.0,1.0,H
Bundesliga 2,05/02/12,Karlsruhe,Erzgebirge Aue,3.0,1.0,H
Bundesliga 2,06/02/12,Munich 1860,Cottbus,2.0,0.0,H
Bundesliga 2,10/02/12,Cottbus,Aachen,0.0,1.0,D
Bundesliga 2,10/02/12,Frankfurt FSV,Ingolstadt,2.0,1.0,D
Bundesliga 2,11/02/12,Braunschweig,Karlsruhe,0.0,0.0,D
Bundesliga 2,11/02/12,Union Berlin,Dresden,1.0,1.2,H
Bundesliga 2,12/02/12,Greuther Furth,Paderborn,2.0,0.0,H
Bundesliga 2,12/02/12,Hansa Rostock,Duisburg,0.0,2.0,H
Bundesliga 2,12/02/12,St Pauli,Bochum,1.0,1.0,H
Bundesliga 2,13/02/12,Fortuna Dusseldorf,Ein Frankfurt,1.0,1.0,D
Bundesliga 2,17/02/12,Duisburg,St Pauli,0.0,1.0,H
Bundesliga 2,17/02/12,Karlsruhe,Cottbus,1.0,0.0,H
Bundesliga 2,17/02/12,Paderborn,Dresden,2.0,2.0,D
Bundesliga 2,18/02/12,Bochum,Union Berlin,1.0,1.2,H
Bundesliga 2,18/02/12,Ein Frankfurt,Frankfurt FSV,0.0,0.8,H
Bundesliga 2,19/02/12,Aachen,Hansa Rostock,0.0,0.0,D
Bundesliga 2,19/02/12,Ingolstadt,Greuther Furth,1.0,0.0,D
Bundesliga 2,19/02/12,Munich 1860,Fortuna Dusseldorf,2.0,1.0,H
Bundesliga 2,20/02/12,Erzgebirge Aue,Braunschweig,0.0,1.0,D
Bundesliga 2,24/02/12,Dresden,Duisburg,2.0,0.0,H
Bundesliga 2,24/02/12,Hansa Rostock,Ingolstadt,3.0,2.0,A
Bundesliga 2,24/02/12,Union Berlin,Munich 1860,2.0,1.0,D
Bundesliga 2,25/02/12,Cottbus,Erzgebirge Aue,0.0,0.0,H
Bundesliga 2,25/02/12,Greuther Furth,Bochum,1.0,1.2,H
Bundesliga 2,26/02/12,Frankfurt FSV,Karlsruhe,0.0,1.0,H
Bundesliga 2,26/02/12,Paderborn,Ein Frankfurt,1.0,1.2,H
Bundesliga 2,26/02/12,St Pauli,Braunschweig,0.0,0.0,D
Bundesliga 2,27/02/12,Fortuna Dusseldorf,Aachen,1.0,0.0,D
Bundesliga 2,02/03/12,Bochum,Dresden,4.0,2.0,D
Bundesliga 2,02/03/12,Duisburg,Greuther Furth,4.0,2.0,D
Bundesliga 2,02/03/12,Ingolstadt,Union Berlin,4.0,3.0,D
Bundesliga 2,03/03/12,Aachen,Paderborn,1.0,3.0,A
Bundesliga 2,03/03/12,Karlsruhe,Fortuna Dusseldorf,1.0,5.0,A
Bundesliga 2,04/03/12,Braunschweig,Hansa Rostock,2.0,2.0,H
Bundesliga 2,04/03/12,Ein Frankfurt,Cottbus,1.0,0.0,H
Bundesliga 2,04/03/12,Erzgebirge Aue,Frankfurt FSV,0.0,0.8,H
Bundesliga 2,05/03/12,Munich 1860,St Pauli,1.0,1.0,D
Bundesliga 2,09/03/12,Greuther Furth,Aachen,3.0,0.0,H
Bundesliga 2,09/03/12,Paderborn,Bochum,0.0,0.0,D
Bundesliga 2,09/03/12,Union Berlin,Duisburg,3.0,1.0,D
Bundesliga 2,10/03/12,Fortuna Dusseldorf,Erzgebirge Aue,1.0,1.0,H
Bundesliga 2,10/03/12,Frankfurt FSV,Munich 1860,1.0,1.0,H
Bundesliga 2,11/03/12,Cottbus,Braunschweig,2.0,1.0,D
Bundesliga 2,11/03/12,Dresden,Ingolstadt,0.0,0.0,D
Bundesliga 2,11/03/12,Hansa Rostock,Ein Frankfurt,1.0,5.0,A
Bundesliga 2,12/03/12,St Pauli,Karlsruhe,2.0,0.0,H
Bundesliga 2,14/03/12,Erzgebirge Aue,Munich 1860,4.0,0.0,D
Bundesliga 2,16/03/12,Aachen,Union Berlin,1.0,3.0,A
Bundesliga 2,16/03/12,Braunschweig,Frankfurt FSV,1.0,0.0,D
Bundesliga 2,16/03/12,Ein Frankfurt,Dresden,2.0,0.0,H
Bundesliga 2,17/03/12,Ingolstadt,Paderborn,4.0,0.8,H
Bundesliga 2,17/03/12,Munich 1860,Greuther Furth,3.0,4.0,A
Bundesliga 2,18/03/12,Duisburg,Bochum,0.0,1.0,H
Bundesliga 2,18/03/12,Erzgebirge Aue,St Pauli,1.0,1.0,H
Bundesliga 2,18/03/12,Karlsruhe,Hansa Rostock,1.0,2.0,D
Bundesliga 2,19/03/12,Cottbus,Fortuna Dusseldorf,3.0,1.0,D
Bundesliga 2,23/03/12,Bochum,Ingolstadt,1.0,1.0,A
Bundesliga 2,23/03/12,Dresden,Munich 1860,0.0,1.0,A
Bundesliga 2,23/03/12,Frankfurt FSV,Aachen,1.0,1.0,H
Bundesliga 2,24/03/12,Fortuna Dusseldorf,Braunschweig,1.0,1.0,D
Bundesliga 2,24/03/12,Greuther Furth,Karlsruhe,4.0,0.0,H
Bundesliga 2,25/03/12,Hansa Rostock,Erzgebirge Aue,2.0,1.0,D
Bundesliga 2,25/03/12,Paderborn,Duisburg,4.0,2.0,D
Bundesliga 2,25/03/12,St Pauli,Cottbus,3.0,0.0,D
Bundesliga 2,26/03/12,Union Berlin,Ein Frankfurt,0.0,4.0,A
Bundesliga 2,30/03/12,Aachen,Dresden,3.0,1.0,H
Bundesliga 2,30/03/12,Braunschweig,Paderborn,1.0,0.0,D
Bundesliga 2,30/03/12,Ein Frankfurt,Bochum,0.0,0.0,H
Bundesliga 2,31/03/12,Erzgebirge Aue,Greuther Furth,5.0,1.0,D
Bundesliga 2,31/03/12,Munich 1860,Hansa Rostock,1.0,1.0,H
Bundesliga 2,01/04/12,Cottbus,Frankfurt FSV,3.0,1.0,D
Bundesliga 2,01/04/12,Ingolstadt,Duisburg,1.0,1.0,D
Bundesliga 2,01/04/12,Karlsruhe,Union Berlin,3.0,0.0,H
Bundesliga 2,02/04/12,Fortuna Dusseldorf,St Pauli,1.0,0.0,D
Bundesliga 2,05/04/12,Greuther Furth,Cottbus,0.0,0.0,H
Bundesliga 2,05/04/12,Hansa Rostock,Fortuna Dusseldorf,2.0,1.0,H
Bundesliga 2,05/04/12,Union Berlin,Erzgebirge Aue,3.0,0.0,H
Bundesliga 2,07/04/12,Dresden,Braunschweig,2.0,2.0,D
Bundesliga 2,07/04/12,Duisburg,Ein Frankfurt,2.0,0.0,H
Bundesliga 2,07/04/12,Frankfurt FSV,St Pauli,1.0,3.0,D
Bundesliga 2,08/04/12,Bochum,Karlsruhe,0.0,0.0,D
Bundesliga 2,08/04/12,Ingolstadt,Aachen,3.0,3.0,D
Bundesliga 2,08/04/12,Paderborn,Munich 1860,2.0,2.0,D
Bundesliga 2,10/04/12,Braunschweig,Greuther Furth,2.0,0.0,D
Bundesliga 2,10/04/12,Cottbus,Hansa Rostock,2.0,1.0,D
Bundesliga 2,10/04/12,Fortuna Dusseldorf,Frankfurt FSV,3.0,0.0,H
Bundesliga 2,10/04/12,St Pauli,Union Berlin,1.0,1.0,H
Bundesliga 2,11/04/12,Aachen,Bochum,0.0,0.0,H
Bundesliga 2,11/04/12,Ein Frankfurt,Ingolstadt,0.0,1.0,D
Bundesliga 2,11/04/12,Erzgebirge Aue,Paderborn,1.0,2.0,D
Bundesliga 2,11/04/12,Karlsruhe,Dresden,2.0,0.0,H
Bundesliga 2,11/04/12,Munich 1860,Duisburg,4.0,1.0,H
Bundesliga 2,13/04/12,Greuther Furth,St Pauli,0.0,1.0,H
Bundesliga 2,13/04/12,Hansa Rostock,Frankfurt FSV,2.0,5.0,A
Bundesliga 2,13/04/12,Union Berlin,Braunschweig,2.0,0.0,H
Bundesliga 2,14/04/12,Duisburg,Aachen,0.0,0.0,H
